regcode,sepa,name,name_before_quotes,name_in_quotes,name_after_quotes,without_quotes,regtype,regtype_text,type,type_text,registered,terminated,closed,address,index,addressid,region,city,atvk,reregistration_term,,,,,,,,,,,,,,,,,,,,,,,,,
44102038010,LV98ZZZ44102038010,IK Vladimirs Vasiļevičs,IK,Vladimirs Vasiļevičs,,1,K,Komercreģistrs,IK,Individuālais komersants,15/03/2018,11/08/2020,L,Beverīnas nov.,,,,,,,,,,,,, Kauguru pag.," """"Mežmājas"""" - 1"";4224;116973840;100015766;0;0964762;",,,,,,,,,,,,,,,,,
44102038025,LV81ZZZ44102038025,IK S Services,IK,S Services,,1,K,Komercreģistrs,IK,Individuālais komersants,16/03/2018,, ,Valmieras nov.,,,,,,,,,,,,, Valmiera, Stacijas iela 16 - 47,4201,110528440,100016647,100003807,250000,,,,,,,,,,,,
54102038031,LV51ZZZ54102038031,SK Grafika IK,,SK Grafika,IK,1,K,Komercreģistrs,IK,Individuālais komersants,03/04/2018,, ,Valmieras nov.,,,,,,,,,,,,, Valmiera, Cēsu iela 19,4201,101040004,100016647,100003807,250000,,,,,,,,,,,,
40103545709,LV07ZZZ40103545709,"Sabiedrība ar ierobežotu atbildību ""Test laboratories""",Sabiedrība ar ierobežotu atbildību,Test laboratories,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,17/05/2012,17/05/2017,L,Rīga,,,,,,,,,,,,, Baznīcas iela 37 - 4,1010,111896030,0,100003003,10000,,,,,,,,,,,,,
48501004023,LV76ZZZ48501004023,"Saldus rajona Novadnieku pagasta zemnieku saimniecība ""KALNIŅI""",Saldus rajona Novadnieku pagasta zemnieku saimniecība,KALNIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,14/05/1992,, ,Saldus nov.,,,,,,,,,,,,, Novadnieku pag.," """"Kalniņi"""""";3880;106352532;100016204;0;0847200;",,,,,,,,,,,,,,,,,
44101030804,,"Vaidavas pagasta zemnieku saimniecība ""JAUNBAIŽAS""",Vaidavas pagasta zemnieku saimniecība,JAUNBAIŽAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,08/09/1999,13/12/2013,L,Kocēnu nov.,,,,,,,,,,,,, Vaidavas pag.," """"Jaunbaižas"""""";4220;103714414;100016294;0;0960288;",,,,,,,,,,,,,,,,,
50008283451,LV05ZZZ50008283451,"""Ziemeļu gaisma""",,Ziemeļu gaisma,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,07/01/2019,, ,Saldus nov.,,,,,,,,,,,,, Saldus, Meža iela 70,3801,103135090,100016204,100003614,840201,,,,,,,,,,,,
44102023284,,"IK ""MILLERU BŪVES""",IK,MILLERU BŪVES,,0,K,Komercreģistrs,IK,Individuālais komersants,11/11/2003,22/05/2013,L,Cēsu nov.,,,,,,,,,,,,, Cēsis, Palmu iela 4,4101,101586095,100015774,100003157,420100,,,,,,,,,,,,
48501012567,LV54ZZZ48501012567,"Dobeles rajona Bēnes pagasta zemnieku saimniecība ""OŠI""",Dobeles rajona Bēnes pagasta zemnieku saimniecība,OŠI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,05/05/1995,28/05/2021,L,Auces nov.,,,,,,,,,,,,, Bēnes pag.," """"Oši"""""";3711;100011203;100015717;0;0465000;",,,,,,,,,,,,,,,,,
40103308842,,"Sabiedrība ar ierobežotu atbildību ""Revers būve""",Sabiedrība ar ierobežotu atbildību,Revers būve,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,23/07/2010,13/12/2013,L,Rīga,,,,,,,,,,,,, Merķeļa iela 11,1050,101950208,0,100003003,10000,,,,,,,,,,,,,
40008082768,LV88ZZZ40008082768,"""H.K. ATOLS 2""",,H.K. ATOLS 2,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,15/06/2004,, ,Rīga,,,,,,,,,,,,, Zvaigznāja gatve 14 - 51,1082,112600853,0,100003003,10000,,,,,,,,,,,,,
45403001259,,"Jēkabpils raj. Gārsenes pag.kokmateriālu un graudu pārstrādes un realizācijas kooperatīvā sabiedrība ""GĀRŠA""",Jēkabpils raj. Gārsenes pag.kokmateriālu un graudu pārstrādes un realizācijas kooperatīvā sabiedrība,GĀRŠA,,0,U,Uzņēmumu reģistra žurnāls,KB,Kooperatīvā sabiedrība,29/09/1992,20/01/2003,L,Jēkabpils rajons,,,,,,,,,,,,, Gārsenes pagasts, Liepu 2,5218,100011687,0,0,566200,,,,,,,,,,,,
43602016942,LV03ZZZ43602016942,"IK ""Oskars Drevinskis""",IK,Oskars Drevinskis,,0,K,Komercreģistrs,IK,Individuālais komersants,09/12/2004,11/09/2015,L,Bauskas nov.,,,,,,,,,,,,, Bauska, Mēmeles iela 4,3901,101597026,100015758,100003140,400100,,,,,,,,,,,,
40203132872,LV89ZZZ40203132872,"SIA ""BALTIC SEAFOOD""",SIA,BALTIC SEAFOOD,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,22/03/2018,, ,Rīga,,,,,,,,,,,,, Bukaišu iela 2,1004,103240678,0,100003003,10000,,,,,,,,,,,,,
40002104351,LV35ZZZ40002104351,"IK ""Raima Segliņa""",IK,Raima Segliņa,,0,K,Komercreģistrs,IK,Individuālais komersants,16/06/2004,, ,Tukuma nov.,,,,,,,,,,,,, Slampes pag., Slampe," """"Uplejas"""""";3119;102920076;100016261;0;0908000;",,,,,,,,,,,,,,,,
43602009230,LV65ZZZ43602009230,"Jelgavas A.Bikova individuālais uzņēmums ""ROBERTS UN KO""",Jelgavas A.Bikova individuālais uzņēmums,ROBERTS UN KO,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,23/04/1998,11/09/2015,L,Jelgava,,,,,,,,,,,,, Meiju ceļš 18-30,3001,116452967,0,100003028,90000,,,,,,,,,,,,,
51503088201,LV36ZZZ51503088201,"SIA ""PM5432""",SIA,PM5432,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,09/03/2020,, ,Krāslavas nov.,,,,,,,,,,,,, Piedrujas pag., Aleksandrova," """"Šakeli"""""";5662;104961875;100015315;0;0600284;",,,,,,,,,,,,,,,,
40103226230,,"Sabiedrība ar ierobežotu atbildību ""Saules zīme""",Sabiedrība ar ierobežotu atbildību,Saules zīme,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,22/04/2009,13/12/2013,L,Ogres nov.,,,,,,,,,,,,, Ogre, Strēlnieku prospekts 37-2,5001,110377542,100015356,100003470,740201,,,,,,,,,,,,
40103233586,LV65ZZZ40103233586,"Sabiedrība ar ierobežotu atbildību ""Aktīvi""",Sabiedrība ar ierobežotu atbildību,Aktīvi,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,08/06/2009,17/05/2017,L,Rīga,,,,,,,,,,,,, Aleksandra Čaka iela 83/85 - 19,1011,111993973,0,100003003,10000,,,,,,,,,,,,,
40002132548,LV69ZZZ40002132548,"""Bondars TM"" IK",,Bondars TM,IK,0,K,Komercreģistrs,IK,Individuālais komersants,07/01/2008,20/03/2020,L,Ikšķiles nov.,,,,,,,,,,,,, Tīnūžu pag., Aizupes," """"Aizupes"""" - 38"";5001;118139228;100015428;0;0740625;",,,,,,,,,,,,,,,,
48503004259,LV06ZZZ48503004259,"Automašīnu garāžu īpašnieku kooperatīvā sabiedrība ""GARĀŽA""",Automašīnu garāžu īpašnieku kooperatīvā sabiedrība,GARĀŽA,,0,U,Uzņēmumu reģistra žurnāls,KB,Kooperatīvā sabiedrība,08/02/1995,, ,Saldus nov.,,,,,,,,,,,,, Saldus, Dzirnavu iela 11A,3801,104439451,100016204,100003614,840100,,,,,,,,,,,,
40003746324,LV32ZZZ40003746324,"Pilnsabiedrība ""LEMMINKAINEN LEMCON""",Pilnsabiedrība,LEMMINKAINEN LEMCON,,0,K,Komercreģistrs,PS,Pilnsabiedrība,26/05/2005,06/10/2014,L,Rīga,,,,,,,,,,,,, Brīvības iela 52-1,1011,111837530,0,100003003,10000,,,,,,,,,,,,,
40002113918,LV37ZZZ40002113918,"Individuālais komersants ""NORDLATS""",Individuālais komersants,NORDLATS,,0,K,Komercreģistrs,IK,Individuālais komersants,26/08/2005,, ,Rīga,,,,,,,,,,,,, Salnas iela 12 - 33,1021,113275880,0,100003003,10000,,,,,,,,,,,,,
40008082819,LV69ZZZ40008082819,"""Starptautiskā šķīrējtiesa""",,Starptautiskā šķīrējtiesa,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/06/2004,, ,Balvu nov.,,,,,,,,,,,,, Balvi, Teātra iela 14 - 12,4501,115857325,100015741,100003124,380100,,,,,,,,,,,,
40008082823,LV58ZZZ40008082823,"""Baltijas Starptautiskā šķīrējtiesa""",,Baltijas Starptautiskā šķīrējtiesa,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/06/2004,, ,Balvu nov.,,,,,,,,,,,,, Balvi, Teātra iela 14 - 12,4501,115857325,100015741,100003124,380100,,,,,,,,,,,,
44102038044,LV53ZZZ44102038044,"IK ""A.T""",IK,A.T,,0,K,Komercreģistrs,IK,Individuālais komersants,04/04/2018,15/07/2020,L,Siguldas nov.,,,,,,,,,,,,, Sigulda, Satezeles iela 4 - 6,2150,110465221,100015380,100003591,801615,,,,,,,,,,,,
40008082842,LV30ZZZ40008082842,"""Latvijas Komercbanku asociācijas šķīrējtiesa""",,Latvijas Komercbanku asociācijas šķīrējtiesa,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/06/2004,, ,Balvu nov.,,,,,,,,,,,,, Balvi, Teātra iela 14 - 12,4501,115857325,100015741,100003124,380100,,,,,,,,,,,,
40002166811,LV57ZZZ40002166811,"Individuālais komersants ""K.R.A.M. 12""",Individuālais komersants,K.R.A.M. 12,,0,K,Komercreģistrs,IK,Individuālais komersants,03/01/2013,02/06/2015,L,Rīga,,,,,,,,,,,,, Kandavas iela 8 k-7 -21,1083,112099754,0,100003003,10000,,,,,,,,,,,,,
40001012736,LV93ZZZ40001012736,"Madonas rajona Ļaudonas pagasta zemnieku saimniecība ""Kalnanzuli""",Madonas rajona Ļaudonas pagasta zemnieku saimniecība,Kalnanzuli,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,05/11/1999,, ,Ogres nov.,,,,,,,,,,,,, Ogre, Mālkalnes prospekts 23 - 44,5001,110391600,100015356,100003470,740201,,,,,,,,,,,,
40103863336,LV42ZZZ40103863336,"Sabiedrība ar ierobežotu atbildību ""RAMANTA""",Sabiedrība ar ierobežotu atbildību,RAMANTA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,21/01/2015,26/05/2021,L,Rīga,,,,,,,,,,,,, Kalnciema iela 125,1046,101121522,0,100003003,10000,,,,,,,,,,,,,
44102038059,LV36ZZZ44102038059,IK Monteseyra,IK,Monteseyra,,1,K,Komercreģistrs,IK,Individuālais komersants,08/05/2018,21/09/2018,L,Strenču nov.,,,,,,,,,,,,, Strenči, Jāņa Ziemeļnieka iela 7,4730,101199507,100016245,100003727,941817,,,,,,,,,,,,
40103818775,LV98ZZZ40103818775,CB Enterprise SIA,,CB Enterprise,SIA,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,20/08/2014,, ,Rīga,,,,,,,,,,,,, Matīsa iela 79,1009,101120006,0,100003003,10000,,,,,,,,,,,,,
40003928655,LV39ZZZ40003928655,"SIA ""MOSKĪTS""",SIA,MOSKĪTS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/06/2007,, ,Mārupes nov.,,,,,,,,,,,,, Mārupe," Pededzes iela 3A;2167;106767950;100016583;100003815;"""";",,,,,,,,,,,,,,,,,
40103304431,LV90ZZZ40103304431,"Sabiedrība ar ierobežotu atbildību ""SMOKY CROCO""",Sabiedrība ar ierobežotu atbildību,SMOKY CROCO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/07/2010,, ,Jelgava,,,,,,,,,,,,," Rīgas iela 1A;3002;105524563;0;100003028;"""";",,,,,,,,,,,,,,,,,,
40203080871,LV41ZZZ40203080871,"SIA ""ECO WOOD""",SIA,ECO WOOD,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,12/07/2017,, ,Tukuma nov.,,,,,,,,,,,,, Lapmežciema pag., Lapmežciems," """"Jūrasskultes"""""";3118;102836580;100016710;0;"""";",,,,,,,,,,,,,,,,
44102024576,,"IK ""JK HOLDING""",IK,JK HOLDING,,0,K,Komercreģistrs,IK,Individuālais komersants,15/09/2004,04/04/2013,L,Cēsu nov.,,,,,,,,,,,,, Cēsis, Festivāla iela 3,4101,101581334,100015774,100003157,420100,,,,,,,,,,,,
51502027271,,"IK ""EVIJA""",IK,EVIJA,,0,K,Komercreģistrs,IK,Individuālais komersants,30/08/2007,05/06/2012,L,Līvānu nov.,,,,,,,,,,,,, Rudzātu pag.," """"Līči"""""";5328;100015018;100015243;0;0766800;",,,,,,,,,,,,,,,,,
41502027284,,"IK ""ERCD""",IK,ERCD,,0,K,Komercreģistrs,IK,Individuālais komersants,04/09/2007,10/01/2012,L,Daugavpils,,,,,,,,,,,,, Stacijas iela 111B-31,5403,116177517,0,100003011,50000,,,,,,,,,,,,,
41502027710,,"IK ""Anže""",IK,Anže,,0,K,Komercreģistrs,IK,Individuālais komersants,30/11/2007,18/04/2012,L,Daugavpils,,,,,,,,,,,,, Puškina iela 7-24,5404,112048915,0,100003011,50000,,,,,,,,,,,,,
40003789319,LV63ZZZ40003789319,"Sabiedrība ar ierobežotu atbildību ""DEJURE""",Sabiedrība ar ierobežotu atbildību,DEJURE,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,13/12/2005,17/05/2017,L,Rīga,,,,,,,,,,,,, Maskavas iela 82,1003,102675366,0,100003003,10000,,,,,,,,,,,,,
40002158867,LV78ZZZ40002158867,RA co Būve IK,,RA co Būve,IK,1,K,Komercreģistrs,IK,Individuālais komersants,14/01/2011,, ,Rīga,,,,,,,,,,,,, Ulbrokas iela 5 - 29,1021,113305426,0,100003003,10000,,,,,,,,,,,,,
40103397272,LV57ZZZ40103397272,"Sabiedrība ar ierobežotu atbildību ""NX.LV""",Sabiedrība ar ierobežotu atbildību,NX.LV,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,24/03/2011,28/06/2017,L,Rīga,,,,,,,,,,,,, Lielirbes iela 29,1046,103411661,0,100003003,10000,,,,,,,,,,,,,
45402014504,,"IK ""IM Auto Stils""",IK,IM Auto Stils,,0,K,Komercreģistrs,IK,Individuālais komersants,05/04/2006,26/07/2013,L,Jēkabpils,,,,,,,,,,,,, Draudzības aleja 24-81,5201,110949444,0,100003237,560100,,,,,,,,,,,,,
48502007563,,"IK ""ARTIS VINGRIS""",IK,ARTIS VINGRIS,,0,K,Komercreģistrs,IK,Individuālais komersants,28/08/2003,07/06/2013,L,Saldus nov.,,,,,,,,,,,,, Saldus, Veidenbauma iela 1-11,3801,114895562,100016204,100003614,840100,,,,,,,,,,,,
40002101181,LV71ZZZ40002101181,"Individuālais komersants ""Ineses Helmanes reklāmas aģentūra""",Individuālais komersants,Ineses Helmanes reklāmas aģentūra,,0,K,Komercreģistrs,IK,Individuālais komersants,05/02/2004,01/10/2014,L,Rīga,,,,,,,,,,,,, Valdeķu iela 69-14,1058,113674963,0,100003003,10000,,,,,,,,,,,,,
43202001547,LV41ZZZ43202001547,"Individuālais komersants ""ART & SOUL""",Individuālais komersants,ART & SOUL,,0,K,Komercreģistrs,IK,Individuālais komersants,31/08/1993,10/04/2014,L,Siguldas nov.,,,,,,,,,,,,, Siguldas pag., Peltes, Strauta iela 12,2150,105555307,100015380,0,801694,,,,,,,,,,,
40008082895,LV54ZZZ40008082895,"""Lapsas māja""",,Lapsas māja,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,18/06/2004,, ,Rīga,,,,,,,,,,,,, Brīvības iela 148 - 65,1012,111850017,0,100003003,10000,,,,,,,,,,,,,
45403002057,,"Jēkabpils sabiedrība ar ierobežotu atbildību ""AUNS""",Jēkabpils sabiedrība ar ierobežotu atbildību,AUNS,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,07/01/1993,22/04/2003,L,Jēkabpils,,,,,,,,,,,,, Viestura iela 5,5201,101526745,0,100003237,560100,,,,,,,,,,,,,
40002105179,LV86ZZZ40002105179,"Individuālais komersants ""Arnito""",Individuālais komersants,Arnito,,0,K,Komercreģistrs,IK,Individuālais komersants,30/07/2004,03/09/2014,L,Ogres nov.,,,,,,,,,,,,, Ogre, Zaķu iela 2-11,5001,110370441,100015356,100003470,740201,,,,,,,,,,,,
40002112062,,"IK ""BALTREK""",IK,BALTREK,,0,K,Komercreģistrs,IK,Individuālais komersants,25/05/2005,15/01/2014,L,Siguldas nov.,,,,,,,,,,,,, Sigulda, Pulkveža Brieža iela 24-7,2150,110430366,100015380,100003591,801615,,,,,,,,,,,,
44103088767,LV25ZZZ44103088767,"""iWood"" SIA",,iWood,SIA,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,15/10/2013,08/06/2015,L,Cēsu nov.,,,,,,,,,,,,, Cēsis, Uzvaras bulvāris 12,4101,102295744,100015774,100003157,420201,,,,,,,,,,,,
40203035454,LV26ZZZ40203035454,SIA Main Arctic Holding,SIA,Main Arctic Holding,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,28/11/2016,, ,Rīga,,,,,,,,,,,,, Cesvaines iela 11A,1073,103353917,0,100003003,10000,,,,,,,,,,,,,
40203344939,LV93ZZZ40203344939,"SIA ""Verlos""",SIA,Verlos,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,10/09/2021,, ,Rīga,,,,,,,,,,,,," Nomales iela 7 - 6;1002;112508233;0;100003003;"""";",,,,,,,,,,,,,,,,,,
45403002095,,"Sabiedrība ar ierobežotu atbildību ""VALTERS V""",Sabiedrība ar ierobežotu atbildību,VALTERS V,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,08/01/1993,17/07/2003,L,Jēkabpils,,,,,,,,,,,,, Sporta iela 8,5202,101524942,0,100003237,560100,,,,,,,,,,,,,
45403003940,,Aizkraukles rajona Valles pagasta komunālās saimniecības pašvaldības uzņēmums,Aizkraukles rajona Valles pagasta komunālās saimniecības pašvaldības uzņēmums,,,0,U,Uzņēmumu reģistra žurnāls,PSV,Pašvaldības uzņēmums,17/05/1994,13/01/2003,L,Aizkraukles rajons,,,,,,,,,,,,, Valles pagasts, Valle,5106,100101626,0,0,329000,,,,,,,,,,,,
40002153681,LV32ZZZ40002153681,"IK ""ĀRSTA PALĪGS""",IK,ĀRSTA PALĪGS,,0,K,Komercreģistrs,IK,Individuālais komersants,11/03/2010,12/04/2017,L,Engures nov.,,,,,,,,,,,,, Engures pag., Engure, Zaru iela 4,3113,101228542,100015838,0,905150,,,,,,,,,,,
40003849105,LV18ZZZ40003849105,"""Swedbank"" AS filiāle ""Rumbula""","""Swedbank"" AS filiāle",Rumbula,,0,K,Komercreģistrs,FIL,Filiāle,16/08/2006,12/04/2017,L,Rīga,,,,,,,,,,,,, Maskavas iela 400,1063,105181344,0,100003003,10000,,,,,,,,,,,,,
40003231837,LV05ZZZ40003231837,"Sabiedrība ar ierobežotu atbildību Rīgas rajona ""KOPF""",Sabiedrība ar ierobežotu atbildību Rīgas rajona,KOPF,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,02/12/1994,, ,Rīga,,,,,,,,,,,,, Jāņa Asara iela 12 k-1 - 2,1009,119306136,0,100003003,10000,,,,,,,,,,,,,
48501004057,LV31ZZZ48501004057,"Saldus rajona Zirņu pagasta zemnieku saimniecība ""LODIŅI""",Saldus rajona Zirņu pagasta zemnieku saimniecība,LODIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,15/05/1992,, ,Saldus nov.,,,,,,,,,,,,, Zirņu pag.," """"Lodiņi"""""";3801;104438802;100016204;0;0849600;",,,,,,,,,,,,,,,,,
48501004146,LV53ZZZ48501004146,"Saldus rajona Rubas pagasta zemnieku saimniecība ""DEBEŠI""",Saldus rajona Rubas pagasta zemnieku saimniecība,DEBEŠI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,18/05/1992,, ,Saldus nov.,,,,,,,,,,,,, Rubas pag.," """"Debeši"""""";3892;103526326;100016204;0;0848200;",,,,,,,,,,,,,,,,,
41502028059,,"IK ""Šļapkins-Šļapkovs""",IK,Šļapkins-Šļapkovs,,0,K,Komercreģistrs,IK,Individuālais komersants,17/01/2008,31/05/2012,L,Daugavpils,,,,,,,,,,,,, Miera iela 120V-2,5417,104029018,0,100003011,50000,,,,,,,,,,,,,
41502028345,,"IK ""N.O.V.K.""",IK,N.O.V.K.,,0,K,Komercreģistrs,IK,Individuālais komersants,19/02/2008,16/07/2012,L,Daugavpils,,,,,,,,,,,,, Miera iela 30-2,5404,116641495,0,100003011,50000,,,,,,,,,,,,,
48501004076,LV03ZZZ48501004076,"Saldus rajona Brocēnu pilsētas zemnieku saimniecība ""TILTIŅI""",Saldus rajona Brocēnu pilsētas zemnieku saimniecība,TILTIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,18/05/1992,, ,Saldus nov.,,,,,,,,,,,,, Brocēni," """"Tiltiņi"""""";3851;100003622;100016663;100003622;0840605;",,,,,,,,,,,,,,,,,
40103956763,LV95ZZZ40103956763,SIA JK FINANCE,SIA,JK FINANCE,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,22/12/2015,23/03/2020,R,Rīga,,,,,,,,,,,,, Katrīnas dambis 17 - 1,1045,117400422,0,100003003,10000,,,,,,,,,,,,,
40203254438,LV93ZZZ40203254438,SIA Tropical Bar,SIA,Tropical Bar,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,24/08/2020,, ,Liepāja,,,,,,,,,,,,, Strazdu iela 14 - 3,3405,116535484,0,100003044,170000,,,,,,,,,,,,,
44102038078,LV08ZZZ44102038078,Rivare IK,,Rivare,IK,1,K,Komercreģistrs,IK,Individuālais komersants,23/05/2018,, ,Gulbenes nov.,,,,,,,,,,,,, Gulbene, Vidus iela 8,4401,101549081,100015854,100003212,500201,,,,,,,,,,,,
40008033052,LV37ZZZ40008033052,"""International Decalifting Federation""",,International Decalifting Federation,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/02/1998,, ,Rīga,,,,,,,,,,,,, Augusta Deglava iela 1A,1009,101817331,0,100003003,10000,,,,,,,,,,,,,
40002149065,LV19ZZZ40002149065,Individuālais komersants Clean-Team,Individuālais komersants,Clean-Team,,1,K,Komercreģistrs,IK,Individuālais komersants,13/08/2009,03/06/2015,L,Ķekavas nov.,,,,,,,,,,,,, Ķekavas pag., Mellupi," """"Mellupi 2""""-3"";2113;118061761;100015950;0;0800870;",,,,,,,,,,,,,,,,
40002144392,LV90ZZZ40002144392,"IK ""RIMODA""",IK,RIMODA,,0,K,Komercreģistrs,IK,Individuālais komersants,11/02/2009,03/06/2015,L,Rīga,,,,,,,,,,,,, Ganību dambis 13-28,1045,112118280,0,100003003,10000,,,,,,,,,,,,,
41502028595,,"IK ""Serjoga S.""",IK,Serjoga S.,,0,K,Komercreģistrs,IK,Individuālais komersants,31/03/2008,19/03/2012,L,Krāslavas nov.,,,,,,,,,,,,, Ūdrīšu pag., Augstkalne, Dārza iela 8-6,5600,115763194,100015315,0,609600,,,,,,,,,,,
44102038082,LV94ZZZ44102038082,ŠĻŪC PA UPI IK,,ŠĻŪC PA UPI,IK,1,K,Komercreģistrs,IK,Individuālais komersants,24/05/2018,03/05/2022,L,Limbažu nov.,,,,,,,,,,,,, Limbaži, Sporta iela 12 - 33,4001,114603150,100015975,100003358,660201,,,,,,,,,,,,
41502028839,,"IK ""Veiksme D""",IK,Veiksme D,,0,K,Komercreģistrs,IK,Individuālais komersants,22/05/2008,06/02/2012,L,Daugavpils,,,,,,,,,,,,, Akadēmiķa Graftio iela 29-141,5414,116717817,0,100003011,50000,,,,,,,,,,,,,
42102004764,LV95ZZZ42102004764,Kerimova komercfirma,Kerimova komercfirma,,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,11/10/1991,30/07/2021,L,Liepāja,,,,,,,,,,,,, Ugāles iela 1/3 - 20,3407,116529296,0,100003044,170000,,,,,,,,,,,,,
41502029158,,"IK ""Maksi-m""",IK,Maksi-m,,0,K,Komercreģistrs,IK,Individuālais komersants,21/08/2008,28/06/2012,L,Daugavpils,,,,,,,,,,,,, Sliežu iela 44,5412,102633134,0,100003011,50000,,,,,,,,,,,,,
41502029694,,"IK ""Lusi""",IK,Lusi,,0,K,Komercreģistrs,IK,Individuālais komersants,15/12/2008,06/06/2012,L,Daugavpils,,,,,,,,,,,,, Liginišķu iela 9,5415,102552741,0,100003011,50000,,,,,,,,,,,,,
42102005223,LV21ZZZ42102005223,Kukavas komercfirma,Kukavas komercfirma,,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,07/11/1991,, ,Liepāja,,,,,,,,,,,,, Klaipēdas iela 78 - 53,3416,115283926,0,100003044,170000,,,,,,,,,,,,,
50001006801,LV32ZZZ50001006801,"Zemnieku saimniecība Ogres rajona Krapes pagasta ""BIRZTALAS""",Zemnieku saimniecība Ogres rajona Krapes pagasta,BIRZTALAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,18/04/1996,, ,Ogres nov.,,,,,,,,,,,,, Krapes pag.," """"Birztalas"""""";"""";100013030;100016688;0;0745200;",,,,,,,,,,,,,,,,,
40008207600,LV83ZZZ40008207600,"Makšķernieku biedrība ""Stagars""",Makšķernieku biedrība,Stagars,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,02/04/2013,, ,Līvānu nov.,,,,,,,,,,,,, Līvāni, Saules iela 12 - 14,5316,110273005,100015243,100003526,761211,,,,,,,,,,,,
44102038097,LV77ZZZ44102038097,"IK ""Cēsis Taxi""",IK,Cēsis Taxi,,0,K,Komercreģistrs,IK,Individuālais komersants,25/05/2018,, ,Cēsu nov.,,,,,,,,,,,,, Priekuļu pag., Priekuļi, Ziedu iela 6 - 3,4126,115675103,100016487,0,427372,,,,,,,,,,,
40003903740,,"Sabiedrība ar ierobežotu atbildību ""MIA Consulting""",Sabiedrība ar ierobežotu atbildību,MIA Consulting,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/03/2007,21/06/2010,L,Rīga,,,,,,,,,,,,, Puškina iela 1a,1050,101971377,0,100003003,10000,,,,,,,,,,,,,
42102005134,LV96ZZZ42102005134,Vinogradovas kiosks Nr. 5,Vinogradovas kiosks Nr. 5,,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,05/11/1991,, ,Liepāja,,,,,,,,,,,,, Lielā iela 14,3401,101697267,0,100003044,170000,,,,,,,,,,,,,
46101011021,LV97ZZZ46101011021,"Kuldīgas rajona zemnieku saimniecība ""VĪNZARI""",Kuldīgas rajona zemnieku saimniecība,VĪNZARI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,06/04/1993,09/12/2016,L,Kuldīgas nov.,,,,,,,,,,,,, Kabiles pag.," """"Vīnzari"""""";3314;100012061;100015942;0;0625800;",,,,,,,,,,,,,,,,,
